UID,Account Type,Order ID,Order Time(UTC+05:30),Symbol,Side,Order Type,Order Price,Order Amount,Avg Filled Price,Filled Amount,Filled Volume,Filled Volume (USDT),Filled Time(UTC+05:30),Fee,Fee Currency,Status
****4746,mainAccount,636cd998ff915f0001335598,2022-11-10 16:29:36,VET-BTC,BUY,LIMIT,0.0000012,41.6833,0.0000012,41.6833,0.00005001996,0.84247952702891721433,2022-11-12 15:36:48,0.00000005001996,BTC,deal
****4746,mainAccount,636cdb78b92c730001e9d73e,2022-11-10 16:37:36,DGB-USDT,BUY,LIMIT,0.00699,243.0384,0.006989,243.0384,1.6985953776,1.6985953776,2022-11-10 16:37:36,0.0016985953776,USDT,deal
****4746,mainAccount,6370bcda1498cf0001dff163,2022-11-13 15:16:02,DOT-USDT,SELL,MARKET,0,2.3239,5.7363,2.3239,13.33058757,13.33058757,2022-11-13 15:16:02,0.01333058757,USDT,deal
****4746,mainAccount,6370bd2f8a4028000101afb8,2022-11-13 15:17:27,VET-USDT,SELL,MARKET,0,513.2726,0.0194462,513.2726,9.98120163412,9.98120163412,2022-11-13 15:17:27,0.00998120163412,USDT,deal
****4746,mainAccount,6370bd44586e090001ef867d,2022-11-13 15:17:48,OCEAN-USDT,SELL,MARKET,0,68.5,0.1268,68.5,8.6858,8.6858,2022-11-13 15:17:48,0.0086858,USDT,deal
****4746,mainAccount,6370bd5156a93b000151dd47,2022-11-13 15:18:01,AVA-USDT,SELL,MARKET,0,15.19,0.563024183350888743,15.19,8.5523373451,8.5523373451,2022-11-13 15:18:02,0.0085523373451,USDT,deal
****4746,mainAccount,6370bd788316ee0001be2e2d,2022-11-13 15:18:40,BICO-USDT,SELL,MARKET,0,27.87,0.3077,27.87,8.575599,8.575599,2022-11-13 15:18:40,0.008575599,USDT,deal
****4746,mainAccount,6370bd97a4a3f90001fd54fb,2022-11-13 15:19:11,ZIL-USDT,SELL,MARKET,0,371.3719,0.02053,371.3719,7.624265107,7.624265107,2022-11-13 15:19:12,0.007624265107,USDT,deal
****4746,mainAccount,6370bdb1c077df0001d3e88b,2022-11-13 15:19:37,ENS-USDT,SELL,MARKET,0,0.585,12.068,0.585,7.05978,7.05978,2022-11-13 15:19:37,0.00705978,USDT,deal
****4746,mainAccount,6370bdd2da5ae90001e7f132,2022-11-13 15:20:10,KDA-USDT,SELL,MARKET,0,6.74,0.9468,6.74,6.381432,6.381432,2022-11-13 15:20:10,0.012762864,USDT,deal
****4746,mainAccount,6370bdfe4b96dd0001edef96,2022-11-13 15:20:54,DOGE-USDT,SELL,MARKET,0,71.59,0.08577,71.59,6.1402743,6.1402743,2022-11-13 15:20:54,0.0061402743,USDT,deal
****4746,mainAccount,6370be12fee1650001f03815,2022-11-13 15:21:14,ETH-USDT,SELL,MARKET,0,0.00441,1227.933047619047619048,0.00441,5.41518474,5.41518474,2022-11-13 15:21:14,0.00541518474,USDT,deal
****4746,mainAccount,6370be2f56a93b0001539d37,2022-11-13 15:21:43,MATIC-USDT,SELL,MARKET,0,5.881,0.9058,5.881,5.3270098,5.3270098,2022-11-13 15:21:44,0.0053270098,USDT,deal
****4746,mainAccount,6370be48c077df0001d50ab6,2022-11-13 15:22:08,SXP-USDT,SELL,MARKET,0,24.466,0.2156,24.466,5.2748696,5.2748696,2022-11-13 15:22:08,0.0052748696,USDT,deal
****4746,mainAccount,6370be754b96dd0001eed40d,2022-11-13 15:22:53,GLMR-USDT,SELL,MARKET,0,14.46,0.3621,14.46,5.235966,5.235966,2022-11-13 15:22:53,0.010471932,USDT,deal
****4746,mainAccount,6370be888316ee0001c03fba,2022-11-13 15:23:12,WAX-USDT,SELL,MARKET,0,88.5466,0.0516,88.5466,4.56900456,4.56900456,2022-11-13 15:23:12,0.00456900456,USDT,deal
****4746,mainAccount,6370be96420be400012fa2a4,2022-11-13 15:23:26,GRT-USDT,SELL,MARKET,0,75,0.06076,75,4.557,4.557,2022-11-13 15:23:26,0.004557,USDT,deal
****4746,mainAccount,6370beae1498cf0001e37da4,2022-11-13 15:23:50,MOVR-USDT,SELL,MARKET,0,0.4878,8.0858,0.4878,3.94425324,3.94425324,2022-11-13 15:23:51,0.00788850648,USDT,deal
****4746,mainAccount,6370bf901498cf0001e51f69,2022-11-13 15:27:36,HNT-USDT,SELL,MARKET,0,1.383,2.502,1.383,3.460266,3.460266,2022-11-13 15:27:36,0.003460266,USDT,deal
****4746,mainAccount,6370bfb08e168100012db31d,2022-11-13 15:28:08,LINA-USDT,SELL,MARKET,0,597.27,0.005783,597.27,3.45401241,3.45401241,2022-11-13 15:28:08,0.00345401241,USDT,deal
****4746,mainAccount,6370bfc3da4d6c0001a79cc6,2022-11-13 15:28:27,NKN-USDT,SELL,MARKET,0,45,0.074072360175555556,45,3.3332562079,3.3332562079,2022-11-13 15:28:27,0.0033332562079,USDT,deal
****4746,mainAccount,6370bfecda5ae90001ebd48c,2022-11-13 15:29:08,SAND-USDT,SELL,MARKET,0,5.807,0.5745,5.807,3.3361215,3.3361215,2022-11-13 15:29:08,0.0033361215,USDT,deal
****4746,mainAccount,6370bff68316ee0001c2d48d,2022-11-13 15:29:18,LRC-USDT,SELL,MARKET,0,13.77,0.241,13.77,3.31857,3.31857,2022-11-13 15:29:18,0.00331857,USDT,deal
****4746,mainAccount,6370c0054b96dd0001f1aaac,2022-11-13 15:29:33,GALAX-USDT,SELL,MARKET,0,106.039,0.02943,106.039,3.12072777,3.12072777,2022-11-13 15:29:34,0.00624145554,USDT,deal
****4746,mainAccount,6370c01ac077df0001d85bbe,2022-11-13 15:29:54,HBAR-USDT,SELL,MARKET,0,67,0.04611,67,3.08937,3.08937,2022-11-13 15:29:54,0.00308937,USDT,deal
****4746,mainAccount,6370c02cb92c73000100ff89,2022-11-13 15:30:12,CAKE-USDT,SELL,MARKET,0,0.75,3.979,0.75,2.98425,2.98425,2022-11-13 15:30:12,0.00298425,USDT,deal
****4746,mainAccount,6370c057586e090001f55672,2022-11-13 15:30:55,ICP-USDT,SELL,MARKET,0,0.755,3.73,0.755,2.81615,2.81615,2022-11-13 15:30:55,0.00281615,USDT,deal
****4746,mainAccount,6370c071586e090001f59118,2022-11-13 15:31:21,FLOW-USDT,SELL,MARKET,0,2.36,1.176,2.36,2.77536,2.77536,2022-11-13 15:31:21,0.00277536,USDT,deal
****4746,mainAccount,6370c080c077df0001d9291b,2022-11-13 15:31:36,ANKR-USDT,SELL,MARKET,0,135,0.01971502657037037,135,2.661528587,2.661528587,2022-11-13 15:31:36,0.002661528587,USDT,deal
****4746,mainAccount,6370c092ff915f00014ec1c7,2022-11-13 15:31:54,AERGO-USDT,SELL,MARKET,0,25.35,0.0947,25.35,2.400645,2.400645,2022-11-13 15:31:54,0.002400645,USDT,deal
****4746,mainAccount,6370c09db92c73000101de46,2022-11-13 15:32:05,SHIB-USDT,SELL,MARKET,0,150000,0.00000911,150000,1.3665,1.3665,2022-11-13 15:32:05,0.0013665,USDT,deal
****4746,mainAccount,6370c0b1bedbd40001f09732,2022-11-13 15:32:25,BTT-USDT,SELL,MARKET,0,3426434,0.0000006828,3426434,2.3395691352,2.3395691352,2022-11-13 15:32:25,0.0023395691352,USDT,deal
****4746,mainAccount,6370c0d6c077df0001d9d548,2022-11-13 15:33:02,FIDA-USDT,SELL,MARKET,0,10,0.21511684,10,2.1511684,2.1511684,2022-11-13 15:33:02,0.0021511684,USDT,deal
****4746,mainAccount,6370c0e9fee1650001f58d4c,2022-11-13 15:33:21,FTM-USDT,SELL,MARKET,0,11,0.17834,11,1.96174,1.96174,2022-11-13 15:33:21,0.00196174,USDT,deal
****4746,mainAccount,6370c0f44b96dd0001f3871d,2022-11-13 15:33:32,CSPR-USDT,SELL,MARKET,0,62.9084,0.03101,62.9084,1.950789484,1.950789484,2022-11-13 15:33:32,0.003901578968,USDT,deal
****4746,mainAccount,6370c0fe4317d60001f846d5,2022-11-13 15:33:42,MBOX-USDT,SELL,MARKET,0,4.01,0.459017725685785536,4.01,1.84066108,1.84066108,2022-11-13 15:33:42,0.00184066108,USDT,deal
****4746,mainAccount,6370c1154317d60001f87262,2022-11-13 15:34:05,UTK-BTC,SELL,MARKET,0,17.4389,0.000005677800319974,17.4389,0.000099014592,1.65744474731334360147,2022-11-13 15:34:05,0.000000099014592,BTC,deal
****4746,mainAccount,6370c122da5ae90001ee35f4,2022-11-13 15:34:18,BTC-USDT,SELL,MARKET,0,0.00009906,16570.1,0.00009906,1.641434106,1.641434106,2022-11-13 15:34:18,0,USDT,deal
****4746,mainAccount,6370c12ec077df0001da89a8,2022-11-13 15:34:30,RSR-USDT,SELL,MARKET,0,385,0.003964,385,1.52614,1.52614,2022-11-13 15:34:30,0.00152614,USDT,deal
****4746,mainAccount,6370c137c077df0001da9d5a,2022-11-13 15:34:39,REN-USDT,SELL,MARKET,0,18.4589,0.0744,18.4589,1.37334216,1.37334216,2022-11-13 15:34:39,0.00137334216,USDT,deal
****4746,mainAccount,6370c1408a40280001098572,2022-11-13 15:34:48,1INCH-USDT,SELL,MARKET,0,2.35,0.4968,2.35,1.16748,1.16748,2022-11-13 15:34:48,0.00116748,USDT,deal
****4746,mainAccount,6370c1504b96dd0001f43c9d,2022-11-13 15:35:04,CTSI-USDT,SELL,MARKET,0,11,0.1004,11,1.1044,1.1044,2022-11-13 15:35:04,0.0011044,USDT,deal
****4746,mainAccount,6370c15e4b96dd0001f454ba,2022-11-13 15:35:18,MANA-USDT,SELL,MARKET,0,2.3,0.44061,2.3,1.013403,1.013403,2022-11-13 15:35:19,0.001013403,USDT,deal
****4746,mainAccount,6370c168a4a3f90001048ad4,2022-11-13 15:35:28,FLUX-USDT,SELL,MARKET,0,2,0.4237,2,0.8474,0.8474,2022-11-13 15:35:28,0.0008474,USDT,deal
****4746,mainAccount,6370c180da4d6c0001aaf4ac,2022-11-13 15:35:52,CRO-USDT,SELL,MARKET,0,11,0.0652,11,0.7172,0.7172,2022-11-13 15:35:52,0.0007172,USDT,deal
****4746,mainAccount,6370c18b1498cf0001e8e88c,2022-11-13 15:36:03,STORJ-USDT,SELL,MARKET,0,2,0.2902,2,0.5804,0.5804,2022-11-13 15:36:03,0.0005804,USDT,deal
****4746,mainAccount,6370c1b0586e090001f8003b,2022-11-13 15:36:40,XVS-USDT,SELL,MARKET,0,0.141,3.8837,0.141,0.5476017,0.5476017,2022-11-13 15:36:40,0.0005476017,USDT,deal
****4746,mainAccount,6370c1c9586e090001f82ea3,2022-11-13 15:37:05,ADA-USDT,SELL,MARKET,0,1,0.329573,1,0.329573,0.329573,2022-11-13 15:37:05,0.000329573,USDT,deal
****4746,mainAccount,6370c232420be4000136849f,2022-11-13 15:38:50,NEAR-USDT,BUY,MARKET,0,0,1.9094,112.4768,214.76320192,214.76320192,2022-11-13 15:38:50,0.21476320192,USDT,part_deal
****4746,mainAccount,6370c27f1498cf0001eac697,2022-11-13 15:40:07,DOT-USDT,SELL,MARKET,0,0.35,5.7,0.35,1.995,1.995,2022-11-13 15:40:07,0.001995,USDT,deal
****4746,mainAccount,6370c28d8316ee0001c7e17c,2022-11-13 15:40:21,SHIB-USDT,SELL,MARKET,0,110000,0.00000904,110000,0.9944,0.9944,2022-11-13 15:40:21,0.0009944,USDT,deal
****4746,mainAccount,6370c2bada4d6c0001ad5ba7,2022-11-13 15:41:06,NEAR-USDT,BUY,MARKET,0,0,1.9095,1.6764,3.2010858,3.2010858,2022-11-13 15:41:06,0.0032010858,USDT,part_deal
****4746,mainAccount,637630a2da4d6c000112508e,2022-11-17 18:31:22,NEAR-USDT,BUY,LIMIT,1.8621,14.303,1.8596,14.303,26.5978588,26.5978588,2022-11-17 18:31:22,0.0265978588,USDT,deal
****4746,mainAccount,63763db78a40280001888077,2022-11-17 19:27:11,NEAR-USDT,BUY,LIMIT,1.8314,24.2972,1.8314,24.2972,44.49789208,44.49789208,2022-11-17 19:27:11,0.04449789208,USDT,deal
