"Date(UTC)","Pair","Side","Price","Executed","Amount","Fee"
"2022-04-13 15:17:23","AVAXUSDT","BUY","79.7800000000","0.0700000000AVAX","5.58460000USDT","0.0000100300BNB"
"2022-04-07 16:14:36","BSWUSDT","SELL","1.3050000000","154.6000000000BSW","201.75300000USDT","0.0003486400BNB"
"2022-04-07 16:14:03","BSWUSDT","BUY","1.3055000000","154.6000000000BSW","201.83030000USDT","0.0003490000BNB"
"2022-04-07 16:13:15","BSWUSDT","SELL","1.3034000000","26.1000000000BSW","34.01874000USDT","0.0000588300BNB"
"2022-04-07 16:13:15","BSWUSDT","SELL","1.3034000000","11.1000000000BSW","14.46774000USDT","0.0000250200BNB"
"2022-04-07 16:13:15","BSWUSDT","SELL","1.3033000000","117.7000000000BSW","153.39841000USDT","0.0002653200BNB"
"2022-04-07 16:12:56","BSWUSDT","BUY","1.3041000000","154.9000000000BSW","202.00509000USDT","0.0003513000BNB"
"2022-04-07 16:12:15","BSWUSDT","SELL","1.3068000000","49.8000000000BSW","65.07864000USDT","0.0001125300BNB"
"2022-04-07 16:12:15","BSWUSDT","SELL","1.3068000000","104.7000000000BSW","136.82196000USDT","0.0002366000BNB"
"2022-04-07 16:11:52","BSWUSDT","BUY","1.3106000000","0.2000000000BSW","0.26212000USDT","0.0000004500BNB"
"2022-04-07 16:11:52","BSWUSDT","BUY","1.3107000000","137.6000000000BSW","180.35232000USDT","0.0003147200BNB"
"2022-04-07 16:11:52","BSWUSDT","BUY","1.3106000000","16.7000000000BSW","21.88702000USDT","0.0000381900BNB"
"2022-04-07 16:11:46","BSWUSDT","SELL","1.3114000000","119.9000000000BSW","157.23686000USDT","0.0002721600BNB"
"2022-04-07 16:11:46","BSWUSDT","SELL","1.3113000000","17.9000000000BSW","23.47227000USDT","0.0000406200BNB"
"2022-04-07 16:11:46","BSWUSDT","SELL","1.3114000000","16.7000000000BSW","21.90038000USDT","0.0000379000BNB"
"2022-04-07 16:09:16","BSWUSDT","BUY","1.3200000000","154.5000000000BSW","203.94000000USDT","0.0003539700BNB"
"2022-03-31 03:34:52","LRCUSDT","BUY","1.2961000000","12.0000000000LRC","15.55320000USDT","0.0120000000LRC"
"2022-03-16 16:56:21","JASMYUSDT","SELL","0.0204000000","9660.2000000000JASMY","197.06808000USDT","0.0003927600BNB"
"2022-03-16 16:56:17","JASMYUSDT","BUY","0.0205000000","9660.2000000000JASMY","198.03410000USDT","0.0003941300BNB"
"2022-03-16 16:54:36","JASMYUSDT","SELL","0.0202000000","9803.6000000000JASMY","198.03272000USDT","0.0003945900BNB"
"2022-03-16 16:54:33","JASMYUSDT","BUY","0.0203000000","9803.6000000000JASMY","199.01308000USDT","0.0003955700BNB"
"2022-03-16 16:54:28","JASMYUSDT","SELL","0.0202000000","9852.2000000000JASMY","199.01444000USDT","0.0003965400BNB"
"2022-03-16 16:54:23","JASMYUSDT","BUY","0.0203000000","9852.2000000000JASMY","199.99966000USDT","0.0003975300BNB"
"2022-03-04 15:01:43","DNTBTC","SELL","0.0000017400","75.0000000000DNT","0.00013050BTC","0.0000001300BTC"
"2022-02-27 14:52:11","EGLDUSDT","SELL","139.3200000000","1.0400000000EGLD","144.89280000USDT","0.1448928000USDT"
"2022-02-27 14:51:42","EGLDUSDT","BUY","139.3400000000","1.0400000000EGLD","144.91360000USDT","0.0010400000EGLD"
"2022-02-27 14:51:36","EGLDUSDT","SELL","139.3700000000","0.2400000000EGLD","33.44880000USDT","0.0334488000USDT"
"2022-02-27 14:51:36","EGLDUSDT","SELL","139.3600000000","0.8200000000EGLD","114.27520000USDT","0.1142752000USDT"
"2022-02-27 14:51:36","EGLDUSDT","SELL","139.3400000000","0.4200000000EGLD","58.52280000USDT","0.0585228000USDT"
"2022-02-27 14:51:29","EGLDUSDT","BUY","139.3600000000","0.0800000000EGLD","11.14880000USDT","0.0000800000EGLD"
"2022-02-27 14:51:29","EGLDUSDT","BUY","139.3700000000","1.4000000000EGLD","195.11800000USDT","0.0014000000EGLD"
"2022-02-27 14:51:26","EGLDUSDT","SELL","139.3500000000","0.4900000000EGLD","68.28150000USDT","0.0001379100BNB"
"2022-02-27 14:51:26","EGLDUSDT","SELL","139.3400000000","0.9900000000EGLD","137.94660000USDT","0.1379466000USDT"
"2022-02-27 14:50:49","EGLDUSDT","BUY","139.8200000000","1.4800000000EGLD","206.93360000USDT","0.0014800000EGLD"
"2022-02-27 14:50:47","EGLDUSDT","SELL","139.7800000000","1.4800000000EGLD","206.87440000USDT","0.2068744000USDT"
"2022-02-27 14:50:43","EGLDUSDT","BUY","139.8300000000","1.4800000000EGLD","206.94840000USDT","0.0014800000EGLD"
"2022-02-27 14:50:39","EGLDUSDT","SELL","139.8100000000","1.0000000000EGLD","139.81000000USDT","0.1398100000USDT"
"2022-02-27 14:50:07","EGLDUSDT","BUY","139.8200000000","1.0000000000EGLD","139.82000000USDT","0.0010000000EGLD"
"2022-02-27 14:50:01","EGLDUSDT","SELL","139.8200000000","1.4800000000EGLD","206.93360000USDT","0.2069336000USDT"
"2022-02-27 14:49:55","EGLDUSDT","BUY","139.9500000000","1.4800000000EGLD","207.12600000USDT","0.0014800000EGLD"
"2022-02-27 14:49:39","EGLDUSDT","SELL","139.9000000000","1.4800000000EGLD","207.05200000USDT","0.2070520000USDT"
"2022-02-27 14:49:29","EGLDUSDT","BUY","140.0300000000","1.4900000000EGLD","208.64470000USDT","0.0014900000EGLD"
"2022-02-27 14:49:25","EGLDUSDT","SELL","140.0500000000","1.4900000000EGLD","208.67450000USDT","0.0004207100BNB"
"2022-02-27 14:49:16","EGLDUSDT","BUY","140.0300000000","1.4900000000EGLD","208.64470000USDT","0.0004202800BNB"
"2022-02-27 14:48:59","EGLDUSDT","SELL","139.8400000000","1.5000000000EGLD","209.76000000USDT","0.0004225500BNB"
"2022-02-27 14:48:55","EGLDUSDT","BUY","139.8600000000","0.0800000000EGLD","11.18880000USDT","0.0000225600BNB"
"2022-02-27 14:48:55","EGLDUSDT","BUY","139.8700000000","1.4200000000EGLD","198.61540000USDT","0.0004005400BNB"
"2022-02-24 05:43:37","BICOBTC","BUY","0.0000311000","4.6600000000BICO","0.00014493BTC","0.0046600000BICO"
"2022-02-23 18:52:00","SANDUSDT","SELL","3.0856000000","35.0000000000SAND","107.99600000USDT","0.1079960000USDT"
"2022-02-23 18:51:12","SANDUSDT","BUY","3.0988000000","5.0000000000SAND","15.49400000USDT","0.0050000000SAND"
"2022-02-23 18:51:10","SANDUSDT","BUY","3.0988000000","17.0000000000SAND","52.67960000USDT","0.0170000000SAND"
"2022-02-23 18:51:04","SANDUSDT","BUY","3.0988000000","13.0000000000SAND","40.28440000USDT","0.0130000000SAND"
"2022-02-23 18:51:00","SANDUSDT","SELL","3.0984000000","5.0000000000SAND","15.49200000USDT","0.0154920000USDT"
"2022-02-23 18:51:00","SANDUSDT","SELL","3.0984000000","30.0000000000SAND","92.95200000USDT","0.0929520000USDT"
"2022-02-23 18:50:56","SANDUSDT","BUY","3.0995000000","35.0000000000SAND","108.48250000USDT","0.0350000000SAND"
"2022-02-23 18:50:45","SANDUSDT","SELL","3.1020000000","35.0000000000SAND","108.57000000USDT","0.1085700000USDT"
"2022-02-23 18:50:43","SANDUSDT","BUY","3.1026000000","35.0000000000SAND","108.59100000USDT","0.0350000000SAND"
"2022-02-23 18:50:24","SANDUSDT","SELL","3.0983000000","35.0000000000SAND","108.44050000USDT","0.1084405000USDT"
"2022-02-23 18:50:06","SANDUSDT","BUY","3.0992000000","35.0000000000SAND","108.47200000USDT","0.0350000000SAND"
"2022-02-23 18:49:58","SANDUSDT","SELL","3.1000000000","28.0000000000SAND","86.80000000USDT","0.0868000000USDT"
"2022-02-23 18:49:29","SANDUSDT","SELL","3.1002000000","5.0000000000SAND","15.50100000USDT","0.0155010000USDT"
"2022-02-23 18:49:25","SANDUSDT","SELL","3.1002000000","2.0000000000SAND","6.20040000USDT","0.0062004000USDT"
"2022-02-23 18:49:22","SANDUSDT","BUY","3.1003000000","35.0000000000SAND","108.51050000USDT","0.0350000000SAND"
"2022-02-23 18:49:17","SANDUSDT","SELL","3.0999000000","35.0000000000SAND","108.49650000USDT","0.1084965000USDT"
"2022-02-23 18:49:13","SANDUSDT","BUY","3.0983000000","35.0000000000SAND","108.44050000USDT","0.0350000000SAND"
"2022-02-23 18:48:52","SANDUSDT","SELL","3.0969000000","31.0000000000SAND","96.00390000USDT","0.0960039000USDT"
"2022-02-23 18:48:16","SANDUSDT","SELL","3.1008000000","4.0000000000SAND","12.40320000USDT","0.0124032000USDT"
"2022-02-23 18:48:06","SANDUSDT","BUY","3.1024000000","4.0000000000SAND","12.40960000USDT","0.0040000000SAND"
"2022-02-23 18:47:38","SANDUSDT","BUY","3.1076000000","32.0000000000SAND","99.44320000USDT","0.0320000000SAND"
"2022-02-19 19:44:10","NEARUSDT","SELL","10.0350000000","1.2000000000NEAR","12.04200000USDT","0.0120420000USDT"
"2022-02-19 19:41:40","NEARUSDT","BUY","10.0480000000","1.2000000000NEAR","12.05760000USDT","0.0012000000NEAR"
"2022-02-19 19:40:45","NEARUSDT","SELL","10.0440000000","0.1000000000NEAR","1.00440000USDT","0.0010044000USDT"
"2022-02-19 19:40:42","NEARUSDT","SELL","10.0440000000","1.1000000000NEAR","11.04840000USDT","0.0000208000BNB"
"2022-02-19 15:18:46","NEARUSDT","BUY","10.0730000000","1.2000000000NEAR","12.08760000USDT","0.0012000000NEAR"
"2022-02-19 15:14:04","WOOUSDT","SELL","0.4946000000","25.9000000000WOO","12.81014000USDT","0.0128101400USDT"
"2022-02-19 15:14:00","WOOUSDT","BUY","0.4945000000","25.9000000000WOO","12.80755000USDT","0.0259000000WOO"
"2022-02-19 15:13:38","WOOUSDT","SELL","0.4942000000","26.0000000000WOO","12.84920000USDT","0.0128492000USDT"
"2022-02-19 15:13:18","WOOUSDT","BUY","0.4945000000","26.0000000000WOO","12.85700000USDT","0.0260000000WOO"
"2022-02-19 15:12:59","WOOUSDT","SELL","0.4943000000","26.0000000000WOO","12.85180000USDT","0.0128518000USDT"
"2022-02-19 15:12:56","WOOUSDT","BUY","0.4945000000","26.0000000000WOO","12.85700000USDT","0.0260000000WOO"
"2022-02-19 15:12:51","WOOUSDT","SELL","0.4943000000","26.1000000000WOO","12.90123000USDT","0.0129012300USDT"
"2022-02-19 15:12:46","WOOUSDT","BUY","0.4945000000","26.2000000000WOO","12.95590000USDT","0.0262000000WOO"
"2022-02-19 15:12:42","WOOUSDT","SELL","0.4943000000","26.2000000000WOO","12.95066000USDT","0.0129506600USDT"
"2022-02-19 15:12:37","WOOUSDT","BUY","0.4944000000","26.1000000000WOO","12.90384000USDT","0.0261000000WOO"
"2022-02-19 15:12:26","WOOUSDT","BUY","0.4942000000","0.1000000000WOO","0.04942000USDT","0.0000000900BNB"
"2022-02-19 14:58:19","WOOUSDT","SELL","0.4939000000","26.3000000000WOO","12.98957000USDT","0.0129895700USDT"
"2022-02-19 14:58:12","WOOUSDT","BUY","0.4943000000","26.3000000000WOO","13.00009000USDT","0.0263000000WOO"
"2022-02-19 14:58:09","WOOUSDT","SELL","0.4943000000","26.3000000000WOO","13.00009000USDT","0.0130000900USDT"
"2022-02-19 14:58:05","WOOUSDT","BUY","0.4955000000","26.3000000000WOO","13.03165000USDT","0.0263000000WOO"
"2022-02-19 14:58:01","WOOUSDT","SELL","0.4955000000","26.3000000000WOO","13.03165000USDT","0.0130316500USDT"
"2022-02-19 14:57:57","WOOUSDT","BUY","0.4956000000","26.4000000000WOO","13.08384000USDT","0.0264000000WOO"
"2022-02-19 14:57:53","WOOUSDT","SELL","0.4955000000","26.4000000000WOO","13.08120000USDT","0.0130812000USDT"
"2022-02-19 14:57:48","WOOUSDT","BUY","0.4956000000","26.4000000000WOO","13.08384000USDT","0.0264000000WOO"
"2022-02-19 14:51:08","WOOUSDT","SELL","0.4938000000","26.6000000000WOO","13.13508000USDT","0.0131350800USDT"
"2022-02-19 14:50:50","WOOUSDT","BUY","0.4943000000","26.6000000000WOO","13.14838000USDT","0.0266000000WOO"
"2022-02-19 14:50:47","WOOUSDT","SELL","0.4939000000","26.6000000000WOO","13.13774000USDT","0.0131377400USDT"
"2022-02-19 14:50:36","WOOUSDT","BUY","0.4945000000","26.7000000000WOO","13.20315000USDT","0.0267000000WOO"
"2022-02-19 14:50:29","WOOUSDT","SELL","0.4943000000","26.7000000000WOO","13.19781000USDT","0.0131978100USDT"
"2022-02-19 14:50:24","WOOUSDT","BUY","0.4945000000","26.7000000000WOO","13.20315000USDT","0.0000248100BNB"
"2022-02-19 14:50:15","WOOUSDT","SELL","0.4935000000","26.8000000000WOO","13.22580000USDT","0.0000249000BNB"
"2022-02-19 14:50:12","WOOUSDT","BUY","0.4936000000","26.8000000000WOO","13.22848000USDT","0.0000249000BNB"
"2022-02-19 14:50:04","WOOUSDT","SELL","0.4933000000","26.8000000000WOO","13.22044000USDT","0.0000249000BNB"
"2022-02-19 14:50:01","WOOUSDT","BUY","0.4936000000","26.8000000000WOO","13.22848000USDT","0.0000249000BNB"
"2022-02-19 14:49:54","WOOUSDT","SELL","0.4931000000","26.8000000000WOO","13.21508000USDT","0.0000248800BNB"
"2022-02-19 14:49:50","WOOUSDT","BUY","0.4940000000","26.8000000000WOO","13.23920000USDT","0.0000249000BNB"
"2022-02-19 14:49:45","WOOUSDT","SELL","0.4933000000","25.7000000000WOO","12.67781000USDT","0.0000238700BNB"
"2022-02-19 14:49:45","WOOUSDT","SELL","0.4933000000","1.2000000000WOO","0.59196000USDT","0.0000011100BNB"
"2022-02-19 14:49:27","WOOUSDT","BUY","0.4939000000","0.1000000000WOO","0.04939000USDT","0.0000000900BNB"
"2022-02-19 14:49:27","WOOUSDT","BUY","0.4939000000","26.8000000000WOO","13.23652000USDT","0.0000249000BNB"
"2022-02-19 14:49:05","WOOUSDT","SELL","0.4934000000","26.9000000000WOO","13.27246000USDT","0.0000249900BNB"
"2022-02-19 14:49:01","WOOUSDT","BUY","0.4936000000","26.9000000000WOO","13.27784000USDT","0.0000249900BNB"
"2022-02-19 14:48:57","WOOUSDT","SELL","0.4934000000","26.9000000000WOO","13.27246000USDT","0.0000249900BNB"
"2022-02-19 14:48:49","WOOUSDT","BUY","0.4944000000","5.2000000000WOO","2.57088000USDT","0.0000048300BNB"
"2022-02-19 14:48:47","WOOUSDT","BUY","0.4944000000","21.7000000000WOO","10.72848000USDT","0.0000201600BNB"
"2022-02-19 14:48:39","WOOUSDT","SELL","0.4943000000","26.9000000000WOO","13.29667000USDT","0.0000250400BNB"
"2022-02-19 14:48:35","WOOUSDT","BUY","0.4944000000","26.9000000000WOO","13.29936000USDT","0.0000249900BNB"
"2022-02-19 14:48:29","WOOUSDT","SELL","0.4941000000","26.9000000000WOO","13.29129000USDT","0.0000250200BNB"
"2022-02-19 14:48:25","WOOUSDT","BUY","0.4944000000","26.9000000000WOO","13.29936000USDT","0.0000249900BNB"
"2022-02-19 14:48:12","WOOUSDT","SELL","0.4941000000","27.0000000000WOO","13.34070000USDT","0.0000251300BNB"
"2022-02-19 14:48:04","WOOUSDT","BUY","0.4944000000","27.0000000000WOO","13.34880000USDT","0.0000251100BNB"
"2022-02-19 14:47:59","WOOUSDT","SELL","0.4942000000","27.0000000000WOO","13.34340000USDT","0.0000251300BNB"
"2022-02-19 14:47:46","WOOUSDT","BUY","0.4946000000","26.9000000000WOO","13.30474000USDT","0.0000250100BNB"
"2022-02-19 14:47:33","WOOUSDT","BUY","0.4943000000","0.1000000000WOO","0.04943000USDT","0.0000000900BNB"
"2022-02-19 14:47:28","WOOUSDT","SELL","0.4938000000","27.0000000000WOO","13.33260000USDT","0.0000251100BNB"
"2022-02-19 14:47:19","WOOUSDT","BUY","0.4941000000","27.0000000000WOO","13.34070000USDT","0.0000251100BNB"
"2022-02-19 14:47:16","WOOUSDT","SELL","0.4937000000","27.0000000000WOO","13.32990000USDT","0.0000251100BNB"
"2022-02-19 14:47:10","WOOUSDT","BUY","0.4941000000","27.0000000000WOO","13.34070000USDT","0.0000251100BNB"
"2022-02-19 14:47:07","WOOUSDT","SELL","0.4940000000","27.0000000000WOO","13.33800000USDT","0.0000251300BNB"
"2022-02-19 14:47:01","WOOUSDT","BUY","0.4940000000","27.0000000000WOO","13.33800000USDT","0.0000251100BNB"
"2022-02-19 14:46:37","WOOUSDT","SELL","0.4939000000","27.0000000000WOO","13.33530000USDT","0.0000251200BNB"
"2022-02-19 14:46:29","WOOUSDT","BUY","0.4943000000","27.0000000000WOO","13.34610000USDT","0.0000251100BNB"
"2022-02-19 14:46:07","WOOUSDT","SELL","0.4942000000","27.1000000000WOO","13.39282000USDT","0.0000252600BNB"
"2022-02-19 14:46:04","WOOUSDT","BUY","0.4943000000","27.1000000000WOO","13.39553000USDT","0.0000252000BNB"
"2022-02-19 14:45:58","WOOUSDT","SELL","0.4942000000","27.1000000000WOO","13.39282000USDT","0.0000252600BNB"
"2022-02-19 14:45:51","WOOUSDT","BUY","0.4948000000","27.1000000000WOO","13.40908000USDT","0.0000252000BNB"
"2022-02-19 14:45:40","WOOUSDT","SELL","0.4937000000","27.1000000000WOO","13.37927000USDT","0.0000252300BNB"
"2022-02-19 14:45:37","WOOUSDT","BUY","0.4942000000","27.1000000000WOO","13.39282000USDT","0.0000252000BNB"
"2022-02-19 14:45:31","WOOUSDT","SELL","0.4940000000","27.1000000000WOO","13.38740000USDT","0.0000252500BNB"
"2022-02-19 14:45:00","WOOUSDT","BUY","0.4942000000","27.1000000000WOO","13.39282000USDT","0.0000252000BNB"
"2022-02-19 14:44:53","WOOUSDT","SELL","0.4941000000","27.1000000000WOO","13.39011000USDT","0.0000252600BNB"
"2022-02-19 14:44:46","WOOUSDT","BUY","0.4943000000","27.1000000000WOO","13.39553000USDT","0.0000252000BNB"
"2022-02-19 14:44:40","WOOUSDT","SELL","0.4941000000","27.1000000000WOO","13.39011000USDT","0.0000252600BNB"
"2022-02-19 14:44:35","WOOUSDT","BUY","0.4943000000","27.1000000000WOO","13.39553000USDT","0.0000252000BNB"
"2022-02-19 14:44:19","WOOUSDT","SELL","0.4941000000","27.2000000000WOO","13.43952000USDT","0.0000253500BNB"
"2022-02-19 14:44:07","WOOUSDT","BUY","0.4943000000","27.2000000000WOO","13.44496000USDT","0.0000252900BNB"
"2022-02-19 14:40:04","NEARUSDT","SELL","10.0230000000","1.1000000000NEAR","11.02530000USDT","0.0000208200BNB"
"2022-02-19 14:38:08","NEARUSDT","BUY","10.0210000000","1.2000000000NEAR","12.02520000USDT","0.0012000000NEAR"
"2022-02-19 14:35:59","ACMBTC","SELL","0.0001164000","1.9000000000ACM","0.00022116BTC","0.0000002200BTC"
"2022-02-19 06:30:43","BICOBTC","BUY","0.0000398000","3.1000000000BICO","0.00012338BTC","0.0031000000BICO"
"2022-02-17 14:17:44","BTCUSDT","BUY","42279.9200000000","0.0002500000BTC","10.56998000USDT","0.0000002500BTC"
"2022-02-13 04:25:44","BICOUSDT","SELL","1.8850000000","32.1800000000BICO","60.65930000USDT","0.0606593000USDT"
"2022-02-13 04:25:35","BICOUSDT","BUY","1.8870000000","21.6100000000BICO","40.77807000USDT","0.0216100000BICO"
"2022-02-13 04:25:32","BICOUSDT","BUY","1.8870000000","10.6100000000BICO","20.02107000USDT","0.0106100000BICO"
"2022-02-13 04:22:35","ENJUSDT","SELL","1.7940000000","30.9000000000ENJ","55.43460000USDT","0.0554346000USDT"
"2022-02-13 04:22:29","ENJUSDT","BUY","1.7950000000","24.5000000000ENJ","43.97750000USDT","0.0245000000ENJ"
"2022-02-13 04:22:29","ENJUSDT","BUY","1.7950000000","6.5000000000ENJ","11.66750000USDT","0.0065000000ENJ"
"2022-02-13 04:21:33","COSUSDT","SELL","0.0167400000","3096.9000000000COS","51.84210600USDT","0.0518421100USDT"
"2022-02-13 04:21:28","COSUSDT","BUY","0.0167600000","1349.5000000000COS","22.61762000USDT","1.3495000000COS"
"2022-02-13 04:21:28","COSUSDT","BUY","0.0167600000","1750.5000000000COS","29.33838000USDT","1.7505000000COS"
"2022-02-13 04:20:10","CHRUSDT","SELL","0.5306000000","115.0000000000CHR","61.01900000USDT","0.0610190000USDT"
"2022-02-13 04:19:50","CHRUSDT","BUY","0.5307000000","116.0000000000CHR","61.56120000USDT","0.1160000000CHR"
"2022-02-12 03:51:33","FETBTC","SELL","0.0000083900","24.0000000000FET","0.00020136BTC","0.0000158500BNB"
"2022-02-12 03:51:33","FETBTC","SELL","0.0000083900","3.0000000000FET","0.00002517BTC","0.0000023700BNB"
"2022-02-08 03:39:31","TRXUSDT","BUY","0.0691400000","536.8000000000TRX","37.11435200USDT","0.0000641300BNB"
"2022-02-07 12:41:46","TRXBTC","BUY","0.0000015900","107.0000000000TRX","0.00017013BTC","0.0000127000BNB"
"2022-02-05 06:47:54","BICOUSDT","BUY","2.2180000000","4.5900000000BICO","10.18062000USDT","0.0000179900BNB"
"2022-02-05 04:11:24","FETBTC","BUY","0.0000083600","14.0000000000FET","0.00011704BTC","0.0000088800BNB"
"2022-01-30 14:22:56","QSPBTC","SELL","0.0000014200","170.0000000000QSP","0.00024140BTC","0.0000178800BNB"
"2022-01-30 14:06:51","MANAUSDT","SELL","2.4835000000","5.0000000000MANA","12.41750000USDT","0.0000242400BNB"
"2022-01-30 14:06:19","MANAUSDT","BUY","2.4809000000","5.0000000000MANA","12.40450000USDT","0.0000242200BNB"
"2022-01-30 14:05:23","MANAUSDT","BUY","2.4834000000","5.0000000000MANA","12.41700000USDT","0.0000242400BNB"
"2022-01-28 16:22:28","ERNUSDT","SELL","5.0050000000","10.6000000000ERN","53.05300000USDT","0.0001028100BNB"
"2022-01-28 16:21:49","ERNUSDT","BUY","5.0280000000","10.6000000000ERN","53.29680000USDT","0.0001025500BNB"
"2022-01-28 10:59:15","BNBUSDT","SELL","384.9000000000","0.1000000000BNB","38.49000000USDT","0.0000750500BNB"
"2022-01-28 10:59:07","BNBUSDT","BUY","384.7000000000","0.1000000000BNB","38.47000000USDT","0.0000750000BNB"
"2022-01-27 04:22:51","TRXUSDT","SELL","0.0548000000","798.1000000000TRX","43.73588000USDT","0.0437358800USDT"
"2022-01-26 08:07:15","BICOUSDT","BUY","1.9690000000","5.0800000000BICO","10.00252000USDT","0.0050800000BICO"
"2022-01-22 10:29:52","XLMUSDT","SELL","0.1790000000","85.0000000000XLM","15.21500000USDT","0.0152150000USDT"
"2022-01-22 07:44:57","NEARUSDT","SELL","11.3720000000","1.0000000000NEAR","11.37200000USDT","0.0113720000USDT"
"2022-01-18 17:41:37","TRXBTC","SELL","0.0000016300","62.0000000000TRX","0.00010106BTC","0.0000067600BNB"
"2022-01-18 17:37:12","TRXBTC","BUY","0.0000016400","62.0000000000TRX","0.00010168BTC","0.0000068600BNB"
"2022-01-14 16:47:14","XLMUSDT","BUY","0.2690000000","82.0000000000XLM","22.05800000USDT","0.0000342300BNB"
"2022-01-07 13:55:35","IRISUSDT","SELL","0.1015200000","116.6000000000IRIS","11.83723200USDT","0.0000199200BNB"
"2022-01-06 16:59:24","MANAUSDT","BUY","3.1901000000","4.0000000000MANA","12.76040000USDT","0.0000202200BNB"
"2022-01-06 11:03:21","BTTUSDT","SELL","0.0027080000","7361.0000000000BTT","19.93358800USDT","0.0000322300BNB"
"2022-01-06 04:54:13","BTTUSDT","BUY","0.0027160000","7361.0000000000BTT","19.99247600USDT","0.0000322300BNB"
"2022-01-06 03:51:00","BICOUSDT","BUY","3.3200000000","3.0300000000BICO","10.05960000USDT","0.0000162000BNB"
"2022-01-02 10:04:57","BICOUSDT","BUY","4.1210000000","2.4500000000BICO","10.09645000USDT","0.0024500000BICO"
"2022-01-02 10:04:20","TLMUSDT","SELL","0.2220000000","84.0000000000TLM","18.64800000USDT","0.0186480000USDT"
