"Date(UTC)","Pair","Side","Price","Executed","Amount","Fee"
"2021-06-12 03:46:41","SANDUSDT","BUY","0.2670000000","37.8000000000SAND","10.09260000USDT","0.0378000000SAND"
"2021-06-12 02:25:31","BNBUSDT","SELL","329.0000000000","0.0468000000BNB","15.39720000USDT","0.0153972000USDT"
"2021-06-12 02:24:46","DOTUSDT","SELL","19.9630000000","0.7250000000DOT","14.47317500USDT","0.0000331600BNB"
"2021-06-12 02:03:49","KSMUSDT","SELL","401.0000000000","0.0313000000KSM","12.55130000USDT","0.0000280600BNB"
"2021-06-10 05:53:00","KSMBTC","BUY","0.0136500000","0.0110000000KSM","0.00015015BTC","0.0000114300BNB"
"2021-06-10 05:25:28","HARDBTC","SELL","0.0000242000","6.4000000000HARD","0.00015488BTC","0.0000113800BNB"
"2021-06-10 05:23:39","HARDBTC","BUY","0.0000240000","6.4000000000HARD","0.00015360BTC","0.0000117900BNB"
"2021-06-10 05:22:35","HARDBTC","SELL","0.0000242500","6.4000000000HARD","0.00015520BTC","0.0000121500BNB"
"2021-06-10 05:17:37","HARDBTC","BUY","0.0000248000","6.4000000000HARD","0.00015872BTC","0.0000120600BNB"
"2021-06-10 04:59:49","DATABTC","SELL","0.0000040000","39.0000000000DATA","0.00015600BTC","0.0000120600BNB"
"2021-06-10 04:08:53","DATABTC","BUY","0.0000039500","39.0000000000DATA","0.00015405BTC","0.0000117200BNB"
"2021-06-10 04:01:34","DATABTC","SELL","0.0000040100","39.0000000000DATA","0.00015639BTC","0.0000120000BNB"
"2021-06-10 03:47:10","DATABTC","BUY","0.0000042000","39.0000000000DATA","0.00016380BTC","0.0000123100BNB"
"2021-06-10 03:37:12","DATABTC","SELL","0.0000041300","39.0000000000DATA","0.00016107BTC","0.0000119700BNB"
"2021-06-10 03:29:25","DATABTC","BUY","0.0000041000","39.0000000000DATA","0.00015990BTC","0.0000120700BNB"
"2021-06-10 01:57:13","BTGBTC","SELL","0.0020060000","0.0800000000BTG","0.00016048BTC","0.0000120000BNB"
"2021-06-10 01:42:23","BTGBTC","BUY","0.0020000000","0.0800000000BTG","0.00016000BTC","0.0000120600BNB"
"2021-06-10 01:36:10","BTGBTC","SELL","0.0020270000","0.0800000000BTG","0.00016216BTC","0.0000120200BNB"
"2021-06-10 01:26:46","BTGBTC","BUY","0.0020000000","0.0800000000BTG","0.00016000BTC","0.0000120500BNB"
"2021-06-10 01:19:27","BTGBTC","SELL","0.0020150000","0.0700000000BTG","0.00014105BTC","0.0000104800BNB"
"2021-06-10 01:17:37","BTGBTC","BUY","0.0020000000","0.0700000000BTG","0.00014000BTC","0.0000105400BNB"
"2021-06-10 01:14:38","BTGBTC","SELL","0.0020070000","0.0700000000BTG","0.00014049BTC","0.0000104800BNB"
"2021-06-10 01:08:35","BTGBTC","BUY","0.0020670000","0.0700000000BTG","0.00014469BTC","0.0000108800BNB"
"2021-06-10 01:06:57","BTGBTC","SELL","0.0021040000","0.0700000000BTG","0.00014728BTC","0.0000112600BNB"
"2021-06-10 00:57:12","BTGBTC","BUY","0.0020840000","0.0700000000BTG","0.00014588BTC","0.0000110400BNB"
"2021-06-10 00:54:22","BTGBTC","SELL","0.0021700000","0.0700000000BTG","0.00015190BTC","0.0000112900BNB"
"2021-06-10 00:51:17","BTGBTC","BUY","0.0021470000","0.0700000000BTG","0.00015029BTC","0.0000114400BNB"
"2021-06-10 00:48:26","BTGBTC","SELL","0.0021100000","0.0700000000BTG","0.00014770BTC","0.0000112800BNB"
"2021-06-10 00:47:15","BTGBTC","BUY","0.0020760000","0.0700000000BTG","0.00014532BTC","0.0000110300BNB"
"2021-06-10 00:40:37","FIOBTC","SELL","0.0000065500","24.0000000000FIO","0.00015720BTC","0.0000120500BNB"
"2021-06-09 18:04:29","FIOBTC","BUY","0.0000079500","24.0000000000FIO","0.00019080BTC","0.0000142200BNB"
"2021-06-09 18:02:52","DATABTC","SELL","0.0000042100","45.0000000000DATA","0.00018945BTC","0.0000139100BNB"
"2021-06-09 17:52:28","DATABTC","BUY","0.0000042500","45.0000000000DATA","0.00019125BTC","0.0000140200BNB"
"2021-06-09 17:47:02","DATABTC","SELL","0.0000043500","44.0000000000DATA","0.00019140BTC","0.0000139100BNB"
"2021-06-09 17:45:55","DATABTC","BUY","0.0000044000","44.0000000000DATA","0.00019360BTC","0.0000142300BNB"
"2021-06-09 17:44:43","DATABTC","SELL","0.0000044200","44.0000000000DATA","0.00019448BTC","0.0000139400BNB"
"2021-06-09 17:44:00","DATABTC","BUY","0.0000044000","44.0000000000DATA","0.00019360BTC","0.0000142200BNB"
"2021-06-09 17:26:47","DATABTC","SELL","0.0000043600","44.0000000000DATA","0.00019184BTC","0.0000138700BNB"
"2021-06-09 17:26:31","DATABTC","BUY","0.0000043400","44.0000000000DATA","0.00019096BTC","0.0000140100BNB"
"2021-06-09 17:25:52","DATABTC","SELL","0.0000043100","45.0000000000DATA","0.00019395BTC","0.0000138700BNB"
"2021-06-09 17:23:46","DATABTC","BUY","0.0000042800","45.0000000000DATA","0.00019260BTC","0.0000140800BNB"
"2021-06-09 17:23:15","DATABTC","SELL","0.0000043300","44.0000000000DATA","0.00019052BTC","0.0000138900BNB"
"2021-06-09 17:14:02","DATABTC","BUY","0.0000044400","44.0000000000DATA","0.00019536BTC","0.0000143900BNB"
"2021-06-09 17:02:42","DATABTC","SELL","0.0000045200","43.0000000000DATA","0.00019436BTC","0.0000139500BNB"
"2021-06-09 16:55:43","DATABTC","BUY","0.0000043000","43.0000000000DATA","0.00018490BTC","0.0000136400BNB"
"2021-06-09 16:47:47","DATABTC","SELL","0.0000043500","43.0000000000DATA","0.00018705BTC","0.0000139600BNB"
"2021-06-09 16:45:54","DATABTC","BUY","0.0000043000","43.0000000000DATA","0.00018490BTC","0.0000137600BNB"
"2021-06-09 16:04:43","DATABTC","SELL","0.0000044600","41.0000000000DATA","0.00018286BTC","0.0000133600BNB"
"2021-06-09 15:48:24","DATABTC","BUY","0.0000049000","41.0000000000DATA","0.00020090BTC","0.0000150300BNB"
"2021-06-09 13:44:28","DATABTC","SELL","0.0000057700","35.0000000000DATA","0.00020195BTC","0.0000147500BNB"
"2021-06-09 13:43:55","DATABTC","BUY","0.0000056600","35.0000000000DATA","0.00019810BTC","0.0000147400BNB"
"2021-06-09 13:40:35","DATABTC","SELL","0.0000061600","17.0000000000DATA","0.00010472BTC","0.0000073800BNB"
"2021-06-09 13:38:56","DATABTC","BUY","0.0000068000","17.0000000000DATA","0.00011560BTC","0.0000089700BNB"
"2021-06-09 13:33:47","DATABTC","SELL","0.0000054500","38.0000000000DATA","0.00020710BTC","0.0000154500BNB"
"2021-06-09 13:33:00","DATABTC","BUY","0.0000054000","38.0000000000DATA","0.00020520BTC","0.0000150700BNB"
"2021-06-09 12:51:45","DATABTC","SELL","0.0000045000","46.0000000000DATA","0.00020700BTC","0.0000154400BNB"
"2021-06-09 12:37:40","DATABTC","BUY","0.0000046800","46.0000000000DATA","0.00021528BTC","0.0000155500BNB"
"2021-06-09 11:47:52","DATABTC","SELL","0.0000040100","53.0000000000DATA","0.00021253BTC","0.0000153300BNB"
"2021-06-09 10:22:05","DATABTC","BUY","0.0000041000","53.0000000000DATA","0.00021730BTC","0.0000162100BNB"
"2021-06-09 10:18:10","DATABTC","SELL","0.0000041400","53.0000000000DATA","0.00021942BTC","0.0000160800BNB"
"2021-06-09 10:17:43","DATABTC","BUY","0.0000041000","53.0000000000DATA","0.00021730BTC","0.0000162700BNB"
"2021-06-09 10:16:19","DATABTC","SELL","0.0000042000","52.0000000000DATA","0.00021840BTC","0.0000160800BNB"
"2021-06-09 10:12:44","DATABTC","BUY","0.0000040000","52.0000000000DATA","0.00020800BTC","0.0000155100BNB"
"2021-06-09 10:10:02","MATICBTC","SELL","0.0000417000","5.0000000000MATIC","0.00020850BTC","0.0000153500BNB"
"2021-06-09 10:04:13","MATICBTC","BUY","0.0000416700","5.0000000000MATIC","0.00020835BTC","0.0000152300BNB"
"2021-06-09 09:54:51","DATABTC","SELL","0.0000037000","56.0000000000DATA","0.00020720BTC","0.0000153500BNB"
"2021-06-09 09:51:47","DATABTC","BUY","0.0000036200","56.0000000000DATA","0.00020272BTC","0.0000148800BNB"
"2021-06-09 09:42:28","BNBBTC","SELL","0.0102690000","0.0200000000BNB","0.00020538BTC","0.0000153300BNB"
"2021-06-09 05:12:42","SANDBTC","BUY","0.0000082700","13.0000000000SAND","0.00010751BTC","0.0000077400BNB"
"2021-06-08 17:07:09","TWTBTC","BUY","0.0000092500","11.0000000000TWT","0.00010175BTC","0.0000072600BNB"
"2021-06-08 16:53:09","ICPBTC","SELL","0.0025270000","0.0800000000ICP","0.00020216BTC","0.0000142500BNB"
"2021-06-08 14:31:39","ICPBTC","BUY","0.0026000000","0.0800000000ICP","0.00020800BTC","0.0000147900BNB"
"2021-06-07 14:35:29","BNBBTC","SELL","0.0109720000","0.0200000000BNB","0.00021944BTC","0.0000150100BNB"
"2021-06-06 08:41:20","TKOBTC","BUY","0.0000659000","2.0000000000TKO","0.00013180BTC","0.0000090400BNB"
"2021-06-06 08:32:56","BEAMBTC","BUY","0.0000202800","6.8500000000BEAM","0.00013892BTC","0.0000095400BNB"
"2021-06-06 08:32:28","BTCUSDT","BUY","36190.0000000000","0.0002780000BTC","10.06082000USDT","0.0000192300BNB"
"2021-06-05 15:18:48","BNBUSDT","SELL","395.0000000000","0.0255000000BNB","10.07250000USDT","0.0000191300BNB"
"2021-06-05 14:44:21","TLMBTC","SELL","0.0000048400","21.9000000000TLM","0.00010600BTC","0.0000074800BNB"
"2021-06-05 14:44:10","SXPBTC","SELL","0.0000567900","3.0000000000SXP","0.00017037BTC","0.0000115700BNB"
"2021-06-03 11:20:08","TLMBTC","BUY","0.0000053800","22.0000000000TLM","0.00011836BTC","0.0220000000TLM"
"2021-06-03 11:19:01","SXPBTC","SELL","0.0000592000","1.0000000000SXP","0.00005920BTC","0.0000000600BTC"
"2021-06-03 11:19:01","SXPBTC","SELL","0.0000592000","1.0000000000SXP","0.00005920BTC","0.0000000600BTC"
"2021-06-02 11:11:17","SXPUSDT","BUY","2.0500000000","5.1400000000SXP","10.53700000USDT","0.0000207900BNB"
"2021-06-02 09:38:10","BNBUSDT","SELL","384.5500000000","0.0274000000BNB","10.53667000USDT","0.0000205700BNB"
"2021-06-01 12:22:09","TRXUSDT","BUY","0.0746400000","137.0000000000TRX","10.22568000USDT","0.0000219800BNB"
"2021-06-01 12:16:02","BTCUSDT","SELL","36216.4800000000","0.0002820000BTC","10.21304736USDT","0.0000220800BNB"
"2021-06-01 10:52:57","AVABTC","SELL","0.0000775000","3.6400000000AVA","0.00028210BTC","0.0000218100BNB"
"2021-06-01 05:43:52","DOTUSDT","BUY","22.9650000000","0.7300000000DOT","16.76445000USDT","0.0000353600BNB"
"2021-05-31 12:17:04","BELUSDT","SELL","1.9800000000","8.4700000000BEL","16.77060000USDT","0.0000357600BNB"
"2021-05-31 12:16:03","BELUSDT","BUY","1.9750000000","8.4700000000BEL","16.72825000USDT","0.0000356600BNB"
"2021-05-31 10:51:31","AVAUSDT","BUY","2.8556000000","3.6400000000AVA","10.39438400USDT","0.0000227100BNB"
"2021-05-31 10:50:37","KSMUSDT","BUY","319.5000000000","0.0316000000KSM","10.09620000USDT","0.0000221100BNB"
"2021-05-31 10:08:34","ADXBTC","BUY","0.0000237300","11.0000000000ADX","0.00026103BTC","0.0000212700BNB"
"2021-05-31 10:08:03","BTCUSDT","BUY","36465.0100000000","0.0002760000BTC","10.06434276USDT","0.0000228400BNB"
"2021-05-31 08:21:58","BANDUSDT","SELL","9.1000000000","1.1220000000BAND","10.21020000USDT","0.0000232800BNB"
"2021-05-31 08:13:52","BANDUSDT","BUY","9.0000000000","0.8230000000BAND","7.40700000USDT","0.0000170600BNB"
"2021-05-31 08:13:52","BANDUSDT","BUY","9.0000000000","0.2990000000BAND","2.69100000USDT","0.0000061900BNB"
"2021-05-31 08:13:03","STMXUSDT","SELL","0.0242800000","423.0000000000STMX","10.27044000USDT","0.0000235600BNB"
"2021-05-31 03:02:42","BTCUSDT","SELL","34610.1900000000","0.0005100000BTC","17.65119690USDT","0.0000425000BNB"
"2021-05-31 02:54:04","STMXUSDT","BUY","0.0240000000","423.0000000000STMX","10.15200000USDT","0.0000241700BNB"
"2021-05-31 02:51:28","TROYBTC","SELL","2.300E-7","1171.0000000000TROY","0.00026933BTC","0.0000223400BNB"
"2021-05-31 02:51:00","BRDBTC","SELL","0.0000051300","47.0000000000BRD","0.00024111BTC","0.0000198300BNB"
"2021-05-31 02:45:17","AVAUSDT","SELL","2.6097000000","3.9000000000AVA","10.17783000USDT","0.0000243000BNB"
"2021-05-30 16:08:20","BRDBTC","BUY","0.0000056700","48.0000000000BRD","0.00027216BTC","0.0480000000BRD"
"2021-05-30 16:06:30","EPSBTC","SELL","0.0000247800","11.0000000000EPS","0.00027258BTC","0.0000002700BTC"
"2021-05-30 15:49:35","EPSUSDT","BUY","0.9260000000","11.0930000000EPS","10.27211800USDT","0.0110930000EPS"
"2021-05-30 08:59:02","TROYBTC","BUY","2.400E-7","1173.0000000000TROY","0.00028152BTC","1.1730000000TROY"
"2021-05-30 08:58:08","BTCUSDT","BUY","35700.0000000000","0.0002820000BTC","10.06740000USDT","0.0000002800BTC"
"2021-05-29 15:16:14","ZECUSDT","SELL","161.0000000000","0.0629400000ZEC","10.13334000USDT","0.0101333400USDT"
"2021-05-29 15:14:43","ZECUSDT","BUY","160.3000000000","0.0630000000ZEC","10.09890000USDT","0.0000630000ZEC"
"2021-05-29 13:21:51","AVAUSDT","BUY","2.5800000000","3.9100000000AVA","10.08780000USDT","0.0039100000AVA"
"2021-05-29 09:37:01","ZECUSDT","SELL","167.0000000000","0.0605900000ZEC","10.11853000USDT","0.0101185300USDT"
"2021-05-29 09:34:05","ZECUSDT","BUY","166.5000000000","0.0606600000ZEC","10.09989000USDT","0.0000606600ZEC"
"2021-05-29 09:23:30","AXSUSDT","SELL","5.8404000000","1.7300000000AXS","10.10389200USDT","0.0101038900USDT"
"2021-05-29 09:22:19","AXSUSDT","BUY","5.8000000000","1.7400000000AXS","10.09200000USDT","0.0017400000AXS"
"2021-05-28 11:32:40","BNBUSDT","SELL","323.4300000000","0.0535000000BNB","17.30350500USDT","0.0173035100USDT"
"2021-05-28 07:25:05","SFPUSDT","BUY","1.1300000000","8.9600000000SFP","10.12480000USDT","0.0089600000SFP"
"2021-05-28 06:04:58","BTSUSDT","BUY","0.0605000000","168.2000000000BTS","10.17610000USDT","0.1682000000BTS"
"2021-05-28 04:50:25","BNBUSDT","SELL","355.6600000000","0.0557000000BNB","19.81026200USDT","0.0198102600USDT"
"2021-05-28 04:49:54","BNBUSDT","BUY","354.8000000000","0.0284000000BNB","10.07632000USDT","0.0000213000BNB"
"2021-05-28 04:48:28","UNIUSDT","SELL","27.9000000000","0.7740000000UNI","21.59460000USDT","0.0215946000USDT"
"2021-05-28 04:47:34","MATICUSDT","SELL","1.9109600000","10.9000000000MATIC","20.82946400USDT","0.0208294600USDT"
"2021-05-28 03:23:06","MATICUSDT","BUY","1.9950000000","11.0000000000MATIC","21.94500000USDT","0.0110000000MATIC"
"2021-05-28 00:57:59","REEFBTC","BUY","9.600E-7","130.0000000000REEF","0.00012480BTC","0.1300000000REEF"
"2021-05-27 17:14:17","NEBLBTC","BUY","0.0000446400","3.0000000000NEBL","0.00013392BTC","0.0030000000NEBL"
"2021-05-27 17:11:14","BTCUSDT","BUY","38855.0000000000","0.0002590000BTC","10.06344500USDT","0.0000002600BTC"
"2021-05-27 14:17:14","MATICUSDT","SELL","2.1685400000","4.7000000000MATIC","10.19213800USDT","0.0000197700BNB"
"2021-05-27 14:14:22","MATICUSDT","BUY","2.1450000000","4.7000000000MATIC","10.08150000USDT","0.0000197100BNB"
"2021-05-27 13:05:55","BNBUSDT","SELL","375.0000000000","0.0765000000BNB","28.68750000USDT","0.0000575100BNB"
"2021-05-27 12:29:01","MATICUSDT","BUY","2.2000000000","4.6000000000MATIC","10.12000000USDT","0.0046000000MATIC"
"2021-05-27 12:20:05","KSMUSDT","SELL","331.7600000000","0.0397000000KSM","13.17087200USDT","0.0131708700USDT"
"2021-05-27 11:32:54","KSMUSDT","BUY","326.0000000000","0.0398000000KSM","12.97480000USDT","0.0000398000KSM"
"2021-05-27 11:11:34","ROSEUSDT","BUY","0.0939100000","107.5000000000ROSE","10.09532500USDT","0.1075000000ROSE"
"2021-05-27 11:08:12","BELUSDT","SELL","2.1870000000","5.0600000000BEL","11.06622000USDT","0.0110662200USDT"
"2021-05-27 11:03:06","MATICUSDT","SELL","2.1950000000","5.4000000000MATIC","11.85300000USDT","0.0118530000USDT"
"2021-05-27 10:38:34","REEFUSDT","BUY","0.0313300000","322.0000000000REEF","10.08826000USDT","0.3220000000REEF"
"2021-05-27 10:29:55","PONDUSDT","SELL","0.1240000000","84.9200000000POND","10.53008000USDT","0.0105300800USDT"
"2021-05-27 10:06:13","BELUSDT","BUY","2.0000000000","5.0700000000BEL","10.14000000USDT","0.0050700000BEL"
"2021-05-27 10:04:25","RAMPUSDT","SELL","0.3029000000","33.6300000000RAMP","10.18652700USDT","0.0101865300USDT"
"2021-05-27 10:00:15","PONDUSDT","BUY","0.1188000000","85.0100000000POND","10.09918800USDT","0.0850100000POND"
"2021-05-27 09:58:57","ENJUSDT","SELL","1.8394000000","5.6100000000ENJ","10.31903400USDT","0.0103190300USDT"
"2021-05-27 08:52:35","MATICUSDT","BUY","2.2300000000","5.4000000000MATIC","12.04200000USDT","0.0054000000MATIC"
"2021-05-27 07:57:16","RAMPUSDT","BUY","0.3000000000","33.6600000000RAMP","10.09800000USDT","0.0336600000RAMP"
"2021-05-27 06:38:29","RAMPUSDT","SELL","0.3100000000","33.6200000000RAMP","10.42220000USDT","0.0104222000USDT"
"2021-05-27 06:15:55","MATICUSDT","SELL","2.0740900000","5.7000000000MATIC","11.82231300USDT","0.0118223100USDT"
"2021-05-27 06:09:54","RAMPUSDT","BUY","0.3000000000","33.6600000000RAMP","10.09800000USDT","0.0336600000RAMP"
"2021-05-27 05:20:23","CHZUSDT","SELL","0.3150000000","31.9000000000CHZ","10.04850000USDT","0.0100485000USDT"
"2021-05-27 05:02:10","MATICUSDT","BUY","2.0000000000","5.8000000000MATIC","11.60000000USDT","0.0058000000MATIC"
"2021-05-27 04:38:08","ENJUSDT","BUY","1.8000000000","5.6100000000ENJ","10.09800000USDT","0.0000219000BNB"
"2021-05-27 02:01:38","BNBUSDT","SELL","347.0000000000","0.0303000000BNB","10.51410000USDT","0.0000228500BNB"
"2021-05-27 01:09:50","CHZUSDT","BUY","0.3150000000","32.0000000000CHZ","10.08000000USDT","0.0320000000CHZ"
"2021-05-27 00:51:25","BTCUSDT","BUY","38600.0000000000","0.0002610000BTC","10.07460000USDT","0.0000002600BTC"
"2021-05-27 00:42:16","ETCUSDT","SELL","76.4290000000","0.1380000000ETC","10.54720200USDT","0.0105472000USDT"
"2021-05-26 16:02:51","MATICUSDT","SELL","2.2200000000","4.9000000000MATIC","10.87800000USDT","0.0108780000USDT"
"2021-05-26 15:37:00","MATICUSDT","BUY","2.1900000000","5.0000000000MATIC","10.95000000USDT","0.0050000000MATIC"
"2021-05-26 15:29:39","ETCUSDT","BUY","75.9000000000","0.1390000000ETC","10.55010000USDT","0.0001390000ETC"
"2021-05-26 10:47:48","BTCUSDT","SELL","39750.0000000000","0.0003950000BTC","15.70125000USDT","0.0157012500USDT"
"2021-05-26 10:46:52","BTCUSDT","BUY","39702.9500000000","0.0002540000BTC","10.08454930USDT","0.0000002500BTC"
"2021-05-26 10:44:18","FXSBTC","SELL","0.0000597000","2.3700000000FXS","0.00014149BTC","0.0000001400BTC"
"2021-05-26 10:43:55","BTCUSDT","SELL","39703.5300000000","0.0004020000BTC","15.96081906USDT","0.0159608200USDT"
"2021-05-26 10:43:14","EVXBTC","SELL","0.0000155700","17.0000000000EVX","0.00026469BTC","0.0000002600BTC"
"2021-05-26 08:02:55","AKROUSDT","SELL","0.0260600000","387.0000000000AKRO","10.08522000USDT","0.0100852200USDT"
"2021-05-26 07:22:42","BLZBTC","SELL","0.0000062500","22.0000000000BLZ","0.00013750BTC","0.0000112400BNB"
"2021-05-26 07:16:54","FXSBTC","BUY","0.0000586000","2.3700000000FXS","0.00013888BTC","0.0000111400BNB"
"2021-05-26 07:16:27","BLZBTC","SELL","0.0000063300","22.0000000000BLZ","0.00013926BTC","0.0000112100BNB"
"2021-05-26 05:52:41","BLZUSDT","BUY","0.2559900000","44.2000000000BLZ","11.31475800USDT","0.0000229400BNB"
"2021-05-26 05:52:23","XRPUSDT","SELL","1.0277000000","11.0000000000XRP","11.30470000USDT","0.0000231300BNB"
"2021-05-26 03:49:39","AKROUSDT","BUY","0.0261000000","387.0000000000AKRO","10.10070000USDT","0.0000208800BNB"
"2021-05-26 03:14:35","XRPUSDT","BUY","1.0020000000","11.0000000000XRP","11.02200000USDT","0.0000232900BNB"
"2021-05-26 01:26:28","MATICUSDT","SELL","1.9500000000","5.6000000000MATIC","10.92000000USDT","0.0000236200BNB"
"2021-05-26 01:14:23","MATICUSDT","BUY","1.9260800000","5.6000000000MATIC","10.78604800USDT","0.0000235900BNB"
"2021-05-26 00:04:33","HNTUSDT","SELL","15.0000000000","0.7260000000HNT","10.89000000USDT","0.0000236500BNB"
"2021-05-25 15:56:31","LTCUSDT","SELL","177.0000000000","0.0570700000LTC","10.10139000USDT","0.0000225000BNB"
"2021-05-25 15:42:03","HNTUSDT","BUY","14.3340000000","0.7260000000HNT","10.40648400USDT","0.0000234200BNB"
"2021-05-25 14:56:07","LTCUSDT","BUY","176.9700000000","0.0570700000LTC","10.09967790USDT","0.0000229800BNB"
"2021-05-25 10:54:06","BTCUSDT","SELL","37257.1000000000","0.0002700000BTC","10.05941700USDT","0.0000236300BNB"
"2021-05-25 10:53:53","REEFBTC","SELL","6.300E-7","414.0000000000REEF","0.00026082BTC","0.0000227600BNB"
"2021-05-25 09:43:59","ETCUSDT","SELL","77.0000000000","0.1350000000ETC","10.39500000USDT","0.0103950000USDT"
"2021-05-25 07:30:46","ETCUSDT","BUY","79.5000000000","0.1360000000ETC","10.81200000USDT","0.0001360000ETC"
"2021-05-25 06:16:56","WRXUSDT","SELL","1.5000000000","7.2600000000WRX","10.89000000USDT","0.0108900000USDT"
"2021-05-25 06:00:33","WRXUSDT","BUY","1.4698000000","7.2700000000WRX","10.68544600USDT","0.0072700000WRX"
"2021-05-25 01:43:26","SOLUSDT","SELL","31.1120000000","0.3430000000SOL","10.67141600USDT","0.0106714200USDT"
"2021-05-24 15:32:20","EVXBTC","BUY","0.0000144400","9.0000000000EVX","0.00012996BTC","0.0090000000EVX"
"2021-05-24 13:10:24","EVXBTC","BUY","0.0000150000","9.0000000000EVX","0.00013500BTC","0.0090000000EVX"
"2021-05-24 08:17:46","BTCUSDT","BUY","36740.4100000000","0.0002740000BTC","10.06687234USDT","0.0000002700BTC"
"2021-05-23 12:41:40","UNIUSDT","BUY","15.0000000000","0.7750000000UNI","11.62500000USDT","0.0007750000UNI"
"2021-05-23 03:16:33","SOLUSDT","BUY","29.3000000000","0.3440000000SOL","10.07920000USDT","0.0003440000SOL"
"2021-05-22 17:46:06","REEFUSDT","BUY","0.0243000000","415.0000000000REEF","10.08450000USDT","0.4150000000REEF"
"2021-05-22 07:43:56","BNBUSDT","SELL","295.1300000000","0.0423000000BNB","12.48399900USDT","0.0124840000USDT"
"2021-05-22 07:43:35","BTCUSDT","SELL","36223.7600000000","0.0008120000BTC","29.41369312USDT","0.0000749500BNB"
"2021-05-22 07:42:23","EOSBTC","SELL","0.0001415000","1.2800000000EOS","0.00018112BTC","0.0000166000BNB"
"2021-05-22 07:42:07","ADABTC","SELL","0.0000393700","5.0000000000ADA","0.00019685BTC","0.0000184500BNB"
"2021-05-22 07:41:23","ETHBTC","SELL","0.0615400000","0.0030000000ETH","0.00018462BTC","0.0000166200BNB"
"2021-05-22 07:41:06","LUNABTC","SELL","0.0001916100","0.1000000000LUNA","0.00001916BTC","0.0000018400BNB"
"2021-05-22 07:41:04","LUNABTC","SELL","0.0001916100","1.2000000000LUNA","0.00022993BTC","0.0000212400BNB"
"2021-05-22 03:19:31","LUNAUSDT","BUY","7.7000000000","1.3100000000LUNA","10.08700000USDT","0.0000238300BNB"
"2021-05-22 03:03:58","COSUSDT","SELL","0.0139100000","725.7000000000COS","10.09448700USDT","0.0000233700BNB"
"2021-05-21 01:30:16","EOSBTC","BUY","0.0001635000","1.2800000000EOS","0.00020928BTC","0.0000161400BNB"
"2021-05-21 01:25:29","MATICBTC","SELL","0.0000453300","4.0000000000MATIC","0.00018132BTC","0.0000138200BNB"
"2021-05-21 01:13:41","MATICBTC","BUY","0.0000451000","4.0000000000MATIC","0.00018040BTC","0.0000138000BNB"
"2021-05-21 01:01:00","ETHUSDT","BUY","2900.0000000000","0.0034700000ETH","10.06300000USDT","0.0000184500BNB"
"2021-05-21 00:59:25","LRCBTC","BUY","0.0000101600","14.0000000000LRC","0.00014224BTC","0.0000108500BNB"
"2021-05-21 00:57:28","COSUSDT","BUY","0.0174700000","725.7000000000COS","12.67797900USDT","0.0000231900BNB"
"2021-05-20 16:13:54","CAKEBTC","SELL","0.0004937000","0.4100000000CAKE","0.00020242BTC","0.0000156900BNB"
"2021-05-20 16:11:24","ETHUSDT","SELL","2741.2200000000","0.0040000000ETH","10.96488000USDT","0.0000214500BNB"
"2021-05-20 16:08:20","BLZBTC","SELL","0.0000061400","23.0000000000BLZ","0.00014122BTC","0.0000111000BNB"
"2021-05-20 16:05:19","BEAMUSDT","SELL","0.9547000000","12.3600000000BEAM","11.80009200USDT","0.0000230100BNB"
"2021-05-20 13:31:10","ADABTC","BUY","0.0000445000","5.0000000000ADA","0.00022250BTC","0.0000168800BNB"
"2021-05-20 11:05:53","DOGEBTC","SELL","0.0000096000","24.0000000000DOGE","0.00023040BTC","0.0000187800BNB"
"2021-05-20 10:45:52","DOGEUSDT","BUY","0.4149900000","24.0000000000DOGE","9.95976000USDT","0.0000204600BNB"
"2021-05-20 10:45:19","SHIBUSDT","SELL","0.0000100300","1001734.0000000000SHIB","10.04739202USDT","0.0000209400BNB"
"2021-05-20 08:29:33","BLZBTC","BUY","0.0000067600","23.0000000000BLZ","0.00015548BTC","0.0000125900BNB"
"2021-05-20 08:28:45","KSMBTC","SELL","0.0102230000","0.0150000000KSM","0.00015335BTC","0.0000122300BNB"
"2021-05-20 07:16:26","KSMBTC","BUY","0.0101020000","0.0150000000KSM","0.00015153BTC","0.0000123600BNB"
"2021-05-20 01:57:14","TRUBTC","SELL","0.0000095000","16.8000000000TRU","0.00015960BTC","0.0000142400BNB"
"2021-05-19 18:10:10","BEAMBTC","BUY","0.0000250000","5.2000000000BEAM","0.00013000BTC","0.0000099900BNB"
"2021-05-19 16:16:30","TRUBTC","SELL","0.0000077500","12.8000000000TRU","0.00009920BTC","0.0000075400BNB"
"2021-05-19 16:15:43","TRUBTC","SELL","0.0000077500","4.0000000000TRU","0.00003100BTC","0.0000022600BNB"
"2021-05-19 12:33:05","SHIBUSDT","BUY","0.0000102800","1001734.0000000000SHIB","10.29782552USDT","0.0000225300BNB"
"2021-05-19 12:23:13","BNBUSDT","SELL","392.0000000000","0.0262000000BNB","10.27040000USDT","0.0000197400BNB"
"2021-05-19 12:21:41","BNBBTC","BUY","0.0101370000","0.0100000000BNB","0.00010137BTC","0.0000075000BNB"
"2021-05-19 12:20:16","RCNBTC","SELL","0.0000022100","56.0000000000RCN","0.00012376BTC","0.0000088500BNB"
